,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
382,mocuba,-16.84,36.99,80.83,73,3,5.14,MZ,1609565638
383,taoudenni,22.68,-3.98,56.01,36,0,6.22,ML,1609565638
384,lata,40.16,-8.33,44.01,100,20,2.24,PT,1609565638
385,havre-saint-pierre,50.23,-63.6,12.2,72,90,9.17,CA,1609565638
386,worland,44.02,-107.96,21.2,67,1,4.7,US,1609565638
387,gat,31.61,34.76,52.0,93,82,1.12,IL,1609565524
388,ponta delgada,37.73,-25.67,59.0,72,75,19.46,PT,1609565639
389,king of prussia,40.09,-75.4,39.99,100,90,3.36,US,1609565465
390,chiredzi,-21.05,31.67,78.44,71,63,11.74,ZW,1609565639
391,salinopolis,-0.61,-47.36,80.46,81,100,10.31,BR,1609565639
392,makakilo city,21.35,-158.09,77.0,64,1,9.17,US,1609565448
393,sao filipe,14.9,-24.5,74.77,70,1,5.91,CV,1609565639
394,robertsport,6.75,-11.37,79.05,85,3,6.06,LR,1609565639
395,nome,64.5,-165.41,21.2,67,1,10.29,US,1609565639
396,ulladulla,-35.35,150.47,64.4,100,90,10.29,AU,1609565512
397,ust-nera,64.57,143.2,-33.39,73,3,1.72,RU,1609565639
398,fernley,39.61,-119.25,32.0,64,67,1.99,US,1609565639
399,meadow lake,34.8,-106.54,33.8,34,75,3.36,US,1609565639
400,anadyr,64.75,177.48,19.4,85,90,40.26,RU,1609565639
401,faya,18.39,42.45,57.2,81,0,2.37,SA,1609565640
402,pinawa,50.15,-95.88,12.52,97,13,6.26,CA,1609565640
403,tokonou,9.65,-9.78,64.09,54,0,3.94,GN,1609565640
404,kholtoson,50.3,103.31,-5.06,84,83,2.06,RU,1609565640
405,lanzhou,36.06,103.79,26.6,30,0,4.47,CN,1609565576
406,amapa,1.0,-52.0,71.15,98,19,2.19,BR,1609565640
407,saint-pierre,-21.34,55.48,84.2,54,0,10.29,RE,1609565640
408,bay city,43.59,-83.89,32.0,98,90,13.87,US,1609565597
409,sharjah,25.36,55.4,68.0,56,0,3.36,AE,1609565421
410,chuzhou,32.32,118.3,41.09,64,53,7.36,CN,1609565640
411,sumbawanga,-7.97,31.62,60.8,93,75,0.74,TZ,1609565640
412,gizo,-8.1,156.84,84.7,69,51,4.07,SB,1609565641
413,visegrad,43.78,19.3,35.6,74,0,3.36,BA,1609565641
414,joao camara,-5.54,-35.82,75.2,88,20,3.36,BR,1609565641
415,tuy hoa,13.08,109.3,70.57,90,100,12.95,VN,1609565641
416,xining,36.62,101.77,25.56,58,74,3.47,CN,1609565641
417,pemba,-12.97,40.52,78.8,83,75,3.36,MZ,1609565641
418,bilma,18.69,12.92,60.03,27,0,2.28,NE,1609565641
419,ostersund,63.18,14.64,26.6,92,100,5.82,SE,1609565618
420,birjand,32.87,59.22,28.4,30,0,4.7,IR,1609565641
421,lima,-12.04,-77.03,69.8,83,0,13.87,PE,1609565436
422,takhatgarh,25.33,73.0,75.56,35,0,2.28,IN,1609565642
423,sulmona,42.05,13.93,46.0,93,77,2.24,IT,1609565642
424,araguaina,-7.19,-48.21,73.24,91,10,3.11,BR,1609565406
425,half moon bay,37.46,-122.43,48.99,93,90,6.87,US,1609565642
426,ayan,56.45,138.17,-17.77,75,12,13.44,RU,1609565642
427,takaka,-40.85,172.8,64.0,80,98,7.0,NZ,1609565642
428,maromitsa,59.87,48.01,9.64,96,100,7.7,RU,1609565642
429,lujan,-34.57,-59.1,73.0,78,0,9.46,AR,1609565642
430,ibotirama,-12.19,-43.22,71.08,62,0,0.74,BR,1609565642
431,neiafu,-18.65,-173.98,82.4,78,75,8.05,TO,1609565643
432,mbandaka,0.05,18.26,73.74,92,100,2.46,CD,1609565643
433,chokwe,-24.53,32.98,72.45,90,100,15.95,MZ,1609565643
434,kashi,39.45,75.98,21.2,73,0,2.24,CN,1609565643
435,bayan,46.08,127.4,-5.94,88,0,8.16,CN,1609565643
436,alice springs,-23.7,133.88,100.4,18,40,9.17,AU,1609565643
437,moose jaw,50.4,-105.53,28.4,79,68,12.75,CA,1609565643
438,cockburn town,21.46,-71.14,76.78,73,19,23.38,TC,1609565643
439,aksarayskiy,46.79,48.01,32.0,90,75,6.71,RU,1609565643
440,sangar,63.92,127.47,-40.88,81,100,3.51,RU,1609565643
441,olafsvik,64.89,-23.71,41.23,94,100,23.98,IS,1609565644
442,samarai,-10.62,150.67,86.74,71,78,9.66,PG,1609565644
443,jardim,-21.48,-56.14,72.21,87,1,1.34,BR,1609565644
444,antofagasta,-23.65,-70.4,64.4,88,0,3.36,CL,1609565529
445,troitsko-pechorsk,62.71,56.2,-5.82,91,100,8.05,RU,1609565644
446,likhoslavl,57.13,35.46,34.65,99,100,9.75,RU,1609565644
447,kloulklubed,7.04,134.26,84.2,79,75,12.75,PW,1609565644
448,kahului,20.89,-156.47,75.2,69,1,20.8,US,1609565494
449,ust-kuyga,70.02,135.6,-30.93,83,74,3.02,RU,1609565644
450,raipur,21.23,81.63,75.2,47,97,5.82,IN,1609565494
451,santa cruz del norte,23.15,-81.92,71.6,94,5,5.82,CU,1609565645
452,valley,45.13,-116.13,36.0,86,75,5.82,US,1609565645
453,sayhat,26.49,50.04,62.6,88,0,5.82,SA,1609565645
454,meulaboh,4.14,96.13,85.53,62,54,2.1,ID,1609565645
455,paita,-5.09,-81.11,69.57,77,94,9.48,PE,1609565481
456,macara,-4.38,-79.95,70.3,78,100,3.09,EC,1609565645
457,abaza,52.66,90.09,-0.29,88,91,0.6,RU,1609565645
458,batangafo,7.3,18.28,74.66,33,100,0.51,CF,1609565645
459,bengkulu,-3.8,102.27,84.52,65,97,9.84,ID,1609565645
460,keetmanshoop,-26.58,18.13,80.17,46,72,17.31,NA,1609565645
461,clyde river,70.47,-68.59,-13.0,62,1,6.93,CA,1609565646
462,damghan,36.17,54.35,41.29,53,0,1.01,IR,1609565646
463,berlevag,70.86,29.09,27.64,94,50,9.64,NO,1609565646
464,sosnovo-ozerskoye,52.52,111.54,-11.78,87,79,11.3,RU,1609565646
465,flinders,-34.58,150.86,66.99,89,99,7.0,AU,1609565646
466,sur,22.57,59.53,72.97,42,0,13.44,OM,1609565603
467,tondano,1.3,124.91,89.6,62,40,11.41,ID,1609565573
468,quelimane,-17.88,36.89,78.8,83,40,2.24,MZ,1609565646
469,taksimo,56.34,114.88,-14.13,81,68,0.6,RU,1609565647
470,menzelinsk,55.73,53.1,15.8,85,0,2.24,RU,1609565646
471,la ronge,55.1,-105.28,17.6,92,97,2.24,CA,1609565647
472,bollnas,61.35,16.39,32.0,99,100,7.83,SE,1609565647
473,bluffton,32.24,-80.86,68.0,88,90,4.7,US,1609565647
474,ambalavao,-21.83,46.93,74.48,53,30,5.1,MG,1609565647
475,comodoro rivadavia,-45.87,-67.5,71.6,33,0,23.04,AR,1609565601
476,sortland,68.69,15.42,33.01,82,59,1.01,NO,1609565647
477,lashio,22.93,97.75,76.48,46,16,3.38,MM,1609565647
478,tyukalinsk,55.87,72.2,-24.23,86,43,3.76,RU,1609565647
479,popondetta,-8.75,148.25,83.93,77,100,1.99,PG,1609565647
480,rahuri,19.38,74.65,81.72,45,95,11.83,IN,1609565648
481,floro,61.6,5.03,33.8,86,100,13.87,NO,1609565648
482,north bend,43.41,-124.22,51.01,93,20,8.05,US,1609565648
483,prince george,53.92,-122.75,39.99,93,90,16.11,CA,1609565648
484,impfondo,1.64,18.07,74.66,83,100,1.79,CG,1609565648
485,satipo,-11.25,-74.64,66.99,80,100,2.13,PE,1609565648
486,conceicao do castelo,-20.37,-41.24,65.97,94,100,2.44,BR,1609565649
487,padang,-0.95,100.35,87.8,70,20,8.05,ID,1609565649
488,pumiao,22.75,108.48,60.8,26,0,4.47,CN,1609565649
489,lindsay,36.2,-119.09,44.01,86,1,6.93,US,1609565649
490,warwick,41.7,-71.42,37.0,100,90,9.17,US,1609565649
491,teeli,51.03,90.23,-9.2,87,96,0.45,RU,1609565649
492,port augusta,-32.5,137.77,71.6,64,0,24.16,AU,1609565464
493,wanning,18.8,110.4,68.18,55,3,11.01,CN,1609565649
494,simbach,48.57,12.75,28.99,97,97,2.64,DE,1609565649
495,ondangwa,-17.92,15.95,75.2,78,100,1.12,NA,1609565650
496,mana,5.66,-53.78,76.87,87,100,3.6,GF,1609565650
497,harbour breton,47.48,-55.8,25.86,89,1,17.78,CA,1609565650
498,vilhena,-12.74,-60.15,68.97,96,95,2.55,BR,1609565650
499,pacifica,37.61,-122.49,52.0,87,75,4.7,US,1609565650
500,yulara,-25.24,130.99,104.0,8,0,8.05,AU,1609565650
501,rocha,-34.48,-54.33,55.11,90,17,1.14,UY,1609565431
502,grand gaube,-20.01,57.66,82.0,64,0,10.0,MU,1609565650
503,weligama,5.97,80.42,86.7,60,80,1.03,LK,1609565650
504,tura,25.52,90.22,75.34,41,100,3.18,IN,1609565650
505,ankpa,7.37,7.63,70.66,96,39,4.12,NG,1609565650
506,eganville,45.53,-77.1,27.0,92,90,4.7,CA,1609565650
507,omboue,-1.57,9.26,77.95,87,97,4.63,GA,1609565651
508,honiara,-9.43,159.95,89.6,62,40,5.82,SB,1609565651
509,asau,46.43,26.4,34.0,65,51,3.76,RO,1609565651
510,kotma,23.2,81.97,76.1,34,97,3.06,IN,1609565651
511,xuddur,4.12,43.89,76.42,58,74,18.16,SO,1609565651
512,batagay-alyta,67.8,130.41,-22.86,86,100,2.28,RU,1609565651
513,lazarev,52.23,141.51,-7.91,82,58,9.66,RU,1609565651
514,roros,62.57,11.38,24.8,85,85,8.05,NO,1609565651
515,kaya,13.09,-1.08,70.75,23,0,7.14,BF,1609565652
516,guarenas,10.47,-66.61,75.2,69,75,14.99,VE,1609565652
517,nelson bay,-32.72,152.15,73.0,100,90,10.29,AU,1609565652
518,rawson,-43.3,-65.1,70.74,43,0,9.06,AR,1609565652
519,mogocha,53.73,119.77,-7.37,78,23,1.66,RU,1609565652
520,marawi,8.0,124.29,82.99,84,100,8.01,PH,1609565652
521,tecoanapa,16.52,-98.75,69.91,71,0,4.88,MX,1609565653
522,knysna,-34.04,23.05,60.8,72,20,5.82,ZA,1609565653
523,yumen,40.28,97.2,21.7,75,64,23.91,CN,1609565653
524,kenora,49.82,-94.43,21.2,92,90,12.75,CA,1609565653
525,oriximina,-1.77,-55.87,74.23,91,25,1.86,BR,1609565653
526,pauini,-7.71,-66.98,71.92,95,70,0.25,BR,1609565653
527,svetlaya,46.54,138.33,4.78,75,28,8.75,RU,1609565653
528,harper,4.38,-7.72,78.19,87,30,7.99,LR,1609565610
529,ouro preto do oeste,-10.75,-62.22,72.88,90,77,1.14,BR,1609565653
530,porbandar,21.64,69.61,69.8,43,0,14.99,IN,1609565654
531,boksitogorsk,59.47,33.85,33.01,95,100,4.0,RU,1609565654
532,dicabisagan,17.08,122.42,74.34,83,100,12.48,PH,1609565654
533,igualada,41.58,1.62,36.0,80,78,7.0,ES,1609565425
534,sovetskiy,61.36,63.58,-27.26,85,0,4.34,RU,1609565369
535,ahipara,-35.17,173.17,68.56,75,32,4.41,NZ,1609565654
536,dapaong,10.86,0.2,68.9,23,0,4.7,TG,1609565654
537,sydney,-33.87,151.21,70.0,94,75,8.05,AU,1609565428
538,manokwari,-0.87,134.08,83.82,73,100,4.68,ID,1609565654
539,udachnyy,66.42,112.4,-16.6,82,0,8.95,RU,1609565654
540,bowen,-20.02,148.23,84.2,70,75,19.46,AU,1609565654
541,tocopilla,-22.09,-70.2,69.12,64,22,4.23,CL,1609565433
542,kango,0.19,10.1,75.02,93,100,2.06,GA,1609565655
543,palmer,42.16,-72.33,33.01,94,90,5.82,US,1609565655
544,marmaris,36.85,28.27,55.4,100,40,6.93,TR,1609565655
545,riyadh,24.69,46.72,53.6,81,20,5.64,SA,1609565359
546,tottori,35.5,134.23,37.4,74,75,17.22,JP,1609565655
547,bonavista,48.65,-53.11,15.8,78,60,5.82,CA,1609565655
548,thohoyandou,-22.95,30.48,62.31,96,100,11.56,ZA,1609565655
549,port-gentil,-0.72,8.78,75.2,94,90,3.36,GA,1609565655
550,horsham,51.06,-0.33,39.2,93,75,5.82,GB,1609565416
551,elat,29.56,34.95,53.6,76,0,5.46,IL,1609565377
552,tukrah,32.53,20.58,60.13,37,100,12.95,LY,1609565656
553,san jeronimo,-11.95,-75.28,49.12,73,100,1.83,PE,1609565656
554,port blair,11.67,92.75,81.64,65,9,13.73,IN,1609565558
555,ngunguru,-35.62,174.5,66.99,94,98,1.95,NZ,1609565656
556,venado tuerto,-33.75,-61.97,66.99,66,0,4.0,AR,1609565656
557,yinchuan,38.47,106.27,26.78,74,9,4.68,CN,1609565656
558,jackson,42.42,-122.83,42.8,87,75,3.0,US,1609565656
559,yerbogachen,61.28,108.01,-22.81,83,60,5.73,RU,1609565656
560,phalodi,27.13,72.37,67.64,36,98,8.59,IN,1609565656
561,dolores,-36.31,-57.68,59.74,71,0,5.73,AR,1609565656
562,santa rosa,14.31,121.11,87.01,62,75,5.82,PH,1609565656
563,ulaangom,49.98,92.07,-11.85,88,95,1.66,MN,1609565657
564,canyon,34.98,-101.92,37.99,59,100,3.89,US,1609565657
565,varhaug,58.61,5.65,32.0,92,20,6.93,NO,1609565657
